movie_id,preference_key,movie_title,star_cast,rating,year,place,vote,link
207,3,La passion de Jeanne d'Arc,"Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain",8.063100705,1928,207,,/title/tt0019254/
208,4,Hotel Ruanda,"Terry George (dir.), Don Cheadle, Sophie Okonedo",8.061086248,2004,208,,/title/tt0395169/
209,1,Rocky,"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8.058586948,1976,209,,/title/tt0075148/
210,2,La sociedad de los poetas muertos,"Peter Weir (dir.), Robin Williams, Robert Sean Leonard",8.057447372,1989,210,,/title/tt0097165/
211,3,Tôkyô monogatari,"Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama",8.056973091,1953,211,,/title/tt0046438/
212,4,Pelotón,"Oliver Stone (dir.), Charlie Sheen, Tom Berenger",8.055375488,1986,212,,/title/tt0091763/
213,1,Contra lo imposible,"James Mangold (dir.), Matt Damon, Christian Bale",8.052480371,2019,213,,/title/tt1950186/
214,2,Terminator,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8.052420969,1984,214,,/title/tt0088247/
215,3,Cuenta conmigo,"Rob Reiner (dir.), Wil Wheaton, River Phoenix",8.051852866,1986,215,,/title/tt0092005/
216,4,Rush: Pasión y gloria,"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth",8.049486674,2013,216,,/title/tt1979320/
217,1,Camino salvaje,"Sean Penn (dir.), Emile Hirsch, Vince Vaughn",8.048530459,2007,217,,/title/tt0758758/
218,2,El mago de Oz,"Victor Fleming (dir.), Judy Garland, Frank Morgan",8.04692744,1939,218,,/title/tt0032138/
219,3,Logan: Wolverine,"James Mangold (dir.), Hugh Jackman, Patrick Stewart",8.046480578,2017,219,,/title/tt3315342/
220,4,En primera plana,"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton",8.044952311,2015,220,,/title/tt1895587/
221,1,Poder que mata,"Sidney Lumet (dir.), Faye Dunaway, William Holden",8.043223582,1976,221,,/title/tt0074958/
222,2,Hechizo del tiempo,"Harold Ramis (dir.), Bill Murray, Andie MacDowell",8.041816548,1993,222,,/title/tt0107048/
223,3,El exorcista,"William Friedkin (dir.), Ellen Burstyn, Max von Sydow",8.038463353,1973,223,,/title/tt0070047/
224,4,Ratatouille,"Brad Bird (dir.), Brad Garrett, Lou Romano",8.038265636,2007,224,,/title/tt0382932/
225,1,Siempre a tu lado,"Lasse Hallström (dir.), Richard Gere, Joan Allen",8.035353229,2009,225,,/title/tt1028532/
226,2,Los increíbles,"Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson",8.034842016,2004,226,,/title/tt0317705/
227,3,Dersu Uzala,"Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin",8.033984925,1975,227,,/title/tt0071411/
228,4,Lo mejor de nuestra vida,"William Wyler (dir.), Myrna Loy, Dana Andrews",8.033500366,1946,228,,/title/tt0036868/
229,1,Antes del atardecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.032732153,2004,229,,/title/tt0381681/
230,2,"Rebeca, una mujer inolvidable","Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",8.030753627,1940,230,,/title/tt0032976/
231,3,Duna,"Denis Villeneuve (dir.), Timothée Chalamet, Rebecca Ferguson",8.029801421,2021,231,,/title/tt1160419/
232,4,Viacrucis,"John Ford (dir.), Henry Fonda, Jane Darwell",8.029380396,1940,232,,/title/tt0032551/
233,1,Babam ve Oglum,"Cagan Irmak (dir.), Eser Sariyar, Çetin Tekindor",8.0293573,2005,233,,/title/tt0476735/
234,2,La leyenda del indomable,"Stuart Rosenberg (dir.), Paul Newman, George Kennedy",8.028976657,1967,234,,/title/tt0061512/
235,3,Ser o no ser,"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny",8.028184258,1942,235,,/title/tt0035446/
236,4,Amores perros,"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal",8.027375337,2000,236,,/title/tt0245712/
237,1,La batalla de Argel,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",8.027350358,1966,237,,/title/tt0058946/
238,2,Piratas del Caribe - La maldición del Perla Negra,"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush",8.027322463,2003,238,,/title/tt0325980/
239,3,La novicia rebelde,"Robert Wise (dir.), Julie Andrews, Christopher Plummer",8.023213478,1965,239,,/title/tt0059742/
240,4,La vida de Brian,"Terry Jones (dir.), Graham Chapman, John Cleese",8.022255427,1979,240,,/title/tt0079470/
241,1,Los 400 golpes,"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy",8.02183404,1959,241,,/title/tt0053198/
242,2,El pecado compartido,"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann",8.021494869,1966,242,,/title/tt0060827/
243,3,Sucedió una noche,"Frank Capra (dir.), Clark Gable, Claudette Colbert",8.020466643,1934,243,,/title/tt0025316/
244,4,La haine,"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé",8.019620773,1995,244,,/title/tt0113247/
245,1,Aladdín,"Ron Clements (dir.), Scott Weinger, Robin Williams",8.018450343,1992,245,,/title/tt0103639/
246,2,La bella y la bestia,"Gary Trousdale (dir.), Paige O'Hara, Robby Benson",8.01715471,1991,246,,/title/tt0101414/
247,3,Jai Bhim,"T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose",8.016341388,2021,247,,/title/tt15097216/
248,4,Gandhi,"Richard Attenborough (dir.), Ben Kingsley, John Gielgud",8.015611299,1982,248,,/title/tt0083987/
249,1,Historias cruzadas,"Tate Taylor (dir.), Emma Stone, Viola Davis",8.014615583,2011,249,,/title/tt1454029/
250,2,The Handmaiden,"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo",8.01289798,2016,250,,/title/tt4016934/
